area_sqft,bedrooms,bathrooms,stories,garage_spaces,age_years,distance_to_city_km,school_rating,crime_rate,location,condition,has_pool,has_garden,price
1395.0,1,1,2,2.0,33.1,4.09,7.6,2.96,Suburban,Good,0,1,243392.0
1665.0,4,2,1,3.0,15.8,1.71,7.3,3.93,Rural,Good,1,0,258678.0
1480.0,3,2,3,0.0,9.7,2.53,1.0,0.74,Suburban,Good,0,1,251936.0
1417.0,3,3,3,2.0,28.9,15.39,7.0,1.47,Urban,Fair,0,0,288296.0
2352.0,4,4,1,2.0,9.6,6.78,3.5,2.69,Suburban,Good,0,0,406731.0
2032.0,5,3,1,1.0,30.4,4.86,7.7,1.45,Urban,Excellent,0,1,451602.0
1350.0,6,3,1,2.0,5.2,1.3,9.2,2.99,Suburban,Excellent,0,0,313650.0
2385.0,4,2,3,0.0,2.1,4.78,4.8,2.51,Suburban,Excellent,0,0,474433.0
2000.0,3,2,1,2.0,29.0,2.61,6.0,0.3,Rural,Good,0,0,287757.0
2328.0,4,3,1,3.0,13.3,22.94,5.4,3.8,Urban,Fair,0,1,434717.0
2209.0,3,1,1,2.0,33.0,17.24,8.7,3.19,Urban,Good,0,1,388517.0
1261.0,4,3,2,1.0,41.7,0.7,6.7,2.67,Urban,Excellent,0,1,296835.0
1436.0,3,1,1,0.0,0.8,5.82,9.6,0.42,Suburban,Fair,0,1,263781.0
2286.0,4,4,1,3.0,10.4,2.04,7.2,0.78,Rural,Fair,0,0,341177.0
2197.0,3,2,3,1.0,7.0,4.23,6.9,1.25,Rural,Fair,1,0,288948.0
1786.0,2,2,3,0.0,14.7,16.75,6.6,0.82,Suburban,Good,0,0,264266.0
1876.0,5,3,2,2.0,23.7,6.0,8.0,0.65,Rural,Good,0,1,296845.0
2630.0,2,1,1,1.0,4.9,3.25,3.4,4.09,Urban,Poor,1,0,451426.0
1415.0,3,1,1,0.0,12.2,1.86,6.7,2.54,Urban,Excellent,1,0,326215.0
2156.0,3,1,2,1.0,18.5,12.89,6.4,2.08,Urban,Good,0,0,374025.0
1669.0,1,1,1,0.0,2.2,7.84,7.8,0.64,Rural,Fair,0,1,243336.0
1659.0,1,1,3,2.0,25.2,5.05,6.2,6.25,Suburban,Fair,0,0,243325.0
2514.0,2,2,2,2.0,14.0,1.96,4.6,0.53,Suburban,Fair,1,1,384026.0
2337.0,5,4,1,2.0,44.8,3.25,6.5,3.96,Urban,Good,1,1,454654.0
2329.0,3,2,3,2.0,6.2,25.72,4.6,8.5,Suburban,Fair,0,1,316859.0
2649.0,6,3,3,2.0,1.7,5.87,3.0,3.25,Rural,Good,0,1,382831.0
1814.0,4,2,1,2.0,10.6,4.1,7.8,10.0,Urban,Good,0,0,374705.0
2243.0,3,2,2,0.0,1.3,5.9,7.5,2.63,Suburban,Good,0,1,400902.0
1598.0,4,3,1,2.0,52.4,12.08,7.3,0.61,Urban,Fair,0,1,273276.0
2011.0,3,2,1,1.0,0.6,3.33,8.8,0.57,Urban,Good,0,1,443324.0
1715.0,4,2,1,2.0,21.0,1.57,5.3,0.98,Suburban,Excellent,1,1,373058.0
1863.0,3,2,2,2.0,11.2,7.03,3.9,0.02,Urban,Poor,0,0,364745.0
2187.0,3,2,3,1.0,6.9,8.75,6.4,2.86,Suburban,Poor,0,1,342454.0
1268.0,5,3,2,3.0,1.0,9.98,5.9,0.78,Suburban,Good,0,0,324130.0
3160.0,5,2,1,0.0,14.6,17.1,5.0,4.22,Suburban,Good,0,1,473697.0
1146.0,5,2,2,2.0,13.2,3.71,6.4,1.11,Suburban,Fair,0,1,264649.0
1011.0,3,2,1,0.0,4.9,0.63,5.4,1.63,Suburban,Good,0,1,220874.0
2553.0,4,2,2,3.0,36.2,25.43,3.2,8.43,Urban,Good,0,1,394867.0
2315.0,3,2,1,0.0,5.4,4.57,5.7,0.69,Suburban,Excellent,0,0,374581.0
2206.0,3,2,1,0.0,9.0,7.81,4.5,3.19,Suburban,Fair,1,0,345716.0
2208.0,3,2,1,1.0,11.8,8.78,6.9,3.52,Urban,Good,0,1,421646.0
1792.0,4,2,2,1.0,1.6,6.33,5.3,0.62,Rural,Fair,1,0,234668.0
1217.0,2,2,1,1.0,40.4,1.84,8.5,1.74,Suburban,Good,1,0,213296.0
1849.0,3,2,2,2.0,7.0,11.26,9.4,1.08,Rural,Good,1,1,284975.0
1360.0,5,3,1,1.0,1.3,13.03,7.7,3.69,Rural,Good,0,0,233505.0
2434.0,3,2,1,0.0,7.3,6.44,3.7,2.44,Suburban,Excellent,0,1,393787.0
1704.0,2,1,2,1.0,13.8,5.36,9.2,1.62,Suburban,Poor,1,0,281255.0
1263.0,2,1,3,2.0,10.8,0.97,9.3,3.78,Suburban,Good,0,1,242047.0
1591.0,5,4,3,2.0,17.8,0.7,6.5,0.67,Suburban,Fair,0,1,321711.0
2068.0,3,2,1,2.0,0.9,3.32,8.9,3.5,Rural,Good,0,0,319100.0
1434.0,3,2,1,2.0,5.0,2.98,5.5,5.01,Suburban,Poor,0,0,233832.0
1266.0,4,2,1,1.0,25.7,24.57,3.1,5.27,Urban,Excellent,0,0,206195.0
1958.0,4,3,2,0.0,1.2,12.25,5.1,3.83,Suburban,Excellent,1,1,347659.0
1959.0,3,2,2,1.0,29.0,8.63,9.6,1.31,Rural,Excellent,0,0,286482.0
1470.0,4,2,3,2.0,1.4,5.83,3.8,10.0,Suburban,Fair,0,0,240268.0
1494.0,4,3,3,3.0,27.0,1.47,6.5,1.19,Suburban,Good,0,1,302315.0
1951.0,4,2,1,1.0,6.7,30.7,6.6,2.54,Suburban,Poor,0,0,255270.0
859.0,2,1,2,0.0,14.2,3.76,5.6,0.44,Suburban,Excellent,0,1,206051.0
885.0,5,2,2,0.0,2.5,0.9,5.7,9.84,Suburban,Good,0,1,197146.0
1333.0,3,1,2,1.0,1.0,5.45,6.6,3.04,Suburban,Good,0,0,249961.0
1661.0,3,2,1,2.0,3.6,16.57,5.5,3.5,Suburban,Good,0,1,267824.0
2002.0,3,1,1,0.0,2.1,17.46,3.9,0.17,Suburban,Fair,0,0,306873.0
2759.0,1,1,1,3.0,5.6,0.2,6.9,3.6,Suburban,Good,1,1,448001.0
2357.0,2,1,1,1.0,10.8,17.39,8.4,3.73,Suburban,Fair,0,1,349678.0
1696.0,4,3,1,,13.3,2.53,,,Urban,Excellent,0,0,385557.0
1788.0,1,1,1,2.0,23.4,0.32,5.0,0.86,Urban,Excellent,0,0,385660.0
1148.0,3,2,2,2.0,16.0,15.06,4.2,1.68,Urban,Good,0,1,277671.0
1788.0,3,3,1,2.0,14.1,15.95,6.0,0.29,Suburban,Excellent,0,0,282759.0
1612.0,2,1,1,2.0,8.0,7.26,9.3,1.59,Urban,Fair,0,1,317992.0
2010.0,6,5,1,2.0,9.6,6.83,7.7,0.7,Suburban,Excellent,0,0,415792.0
1262.0,3,2,2,2.0,8.0,13.42,7.8,1.07,Urban,Fair,0,0,252457.0
2138.0,3,2,2,2.0,27.7,12.35,8.1,0.44,Suburban,Good,1,1,368431.0
2796.0,3,2,2,3.0,3.9,17.67,7.3,0.65,Suburban,Good,1,0,469254.0
1729.0,3,3,1,2.0,0.1,6.44,6.7,0.2,Suburban,Poor,0,1,298082.0
2061.0,1,1,3,2.0,15.8,27.45,7.7,6.31,Suburban,Good,0,0,292960.0
2249.0,4,3,1,2.0,3.4,44.47,5.5,1.89,Urban,Poor,1,0,360607.0
1539.0,6,3,1,1.0,33.1,0.99,4.0,1.26,Rural,Excellent,1,1,223471.0
1946.0,3,1,1,0.0,29.4,15.15,7.8,1.91,Urban,Fair,0,1,349880.0
1808.0,4,3,1,1.0,1.2,5.54,8.7,2.47,Suburban,Good,0,1,365199.0
1863.0,4,2,1,2.0,1.7,3.92,4.5,6.37,Rural,Good,0,1,308603.0
1298.0,4,2,3,2.0,10.3,7.6,8.0,0.49,Suburban,Fair,0,1,226472.0
1816.0,3,2,2,1.0,14.1,0.46,9.5,0.88,Rural,Good,0,1,290623.0
2124.0,3,2,1,2.0,4.8,5.65,6.5,9.3,Urban,Good,0,0,364697.0
2743.0,3,3,3,2.0,18.9,16.38,5.0,1.16,Suburban,Fair,1,1,460251.0
2424.0,4,3,1,0.0,13.6,1.92,6.7,0.06,Suburban,Good,1,0,433461.0
3200.0,4,3,1,,5.9,4.45,,,Urban,Fair,0,0,572633.0
1301.0,2,2,2,2.0,0.4,22.44,5.4,0.07,Suburban,Fair,0,0,228771.0
2367.0,3,1,2,1.0,20.8,4.48,7.3,10.0,Suburban,Good,0,0,337303.0
1919.0,5,3,1,2.0,3.6,3.55,3.6,0.82,Suburban,Good,0,1,365256.0
3223.0,4,3,1,2.0,27.0,4.65,3.9,6.43,Rural,Excellent,1,0,410751.0
1275.0,6,3,2,1.0,8.2,5.86,6.5,10.0,Urban,Excellent,0,0,352566.0
1254.0,4,3,2,0.0,12.9,8.0,6.5,2.29,Urban,Good,0,0,324992.0
1410.0,3,3,2,3.0,30.9,12.9,7.1,0.08,Suburban,Good,0,0,246772.0
419.0,4,2,1,1.0,29.9,4.81,9.9,0.21,Suburban,Fair,0,1,155633.0
1458.0,4,2,1,1.0,7.0,13.61,6.7,1.64,Suburban,Fair,0,0,256429.0
1307.0,2,2,1,1.0,3.5,6.1,7.6,1.3,Suburban,Good,0,0,224332.0
1898.0,3,2,1,2.0,22.4,3.31,4.7,2.33,Urban,Excellent,0,0,374484.0
2022.0,4,3,3,2.0,8.5,8.58,7.9,1.44,Suburban,Fair,0,0,395184.0
3020.0,2,1,2,2.0,3.2,10.12,5.6,6.8,Rural,Fair,0,1,353326.0
2418.0,4,3,1,0.0,35.2,6.53,6.6,1.91,Suburban,Good,1,0,407981.0
1425.0,4,3,2,2.0,3.3,0.47,6.3,2.96,Suburban,Poor,1,0,279330.0
1216.0,6,5,2,1.0,0.4,1.49,8.4,5.67,Urban,Good,1,0,363735.0
2120.0,1,1,1,1.0,0.3,2.69,4.1,0.4,Urban,Good,1,0,421040.0
942.0,3,2,2,1.0,14.6,2.66,2.4,0.65,Urban,Good,1,1,254578.0
2990.0,4,2,2,1.0,16.3,8.95,6.1,0.28,Suburban,Fair,0,0,420848.0
2567.0,3,2,2,2.0,5.6,0.2,7.3,0.38,Rural,Excellent,0,1,353315.0
1495.0,4,2,1,3.0,5.8,11.27,6.8,1.8,Suburban,Fair,0,1,289934.0
686.0,4,3,2,1.0,6.2,2.47,8.7,0.97,Urban,Excellent,1,0,281951.0
2680.0,2,2,2,2.0,17.1,2.97,7.3,1.38,Urban,Good,0,1,512691.0
1726.0,3,2,1,2.0,0.9,6.0,5.5,10.0,Suburban,Excellent,0,1,309979.0
2605.0,3,2,1,3.0,39.7,1.95,2.3,0.43,Suburban,Good,1,1,417108.0
764.0,3,2,2,1.0,3.8,17.27,6.1,1.95,Suburban,Fair,0,0,172670.0
1410.0,5,4,1,2.0,100.0,0.71,8.4,0.26,Suburban,Excellent,1,1,251962.0
1803.0,4,2,2,1.0,2.8,4.7,5.8,0.96,Suburban,Good,0,0,340088.0
1831.0,4,2,2,2.0,22.1,15.15,6.6,1.87,Urban,Poor,0,0,338083.0
1507.0,4,2,1,0.0,3.8,7.65,7.3,7.33,Urban,Fair,0,1,321565.0
2205.0,3,2,1,2.0,1.3,2.77,4.7,1.24,Urban,Good,1,1,448646.0
1106.0,5,3,2,1.0,31.2,4.37,7.6,0.17,Urban,Good,0,0,290952.0
1707.0,4,3,1,1.0,29.4,9.81,9.4,1.23,Urban,Good,0,1,398209.0
1878.0,4,2,2,2.0,7.8,28.97,6.2,0.39,Urban,Good,1,1,392617.0
2134.0,5,4,2,2.0,18.2,17.89,4.5,0.65,Suburban,Good,0,0,366585.0
2263.0,3,1,2,2.0,12.2,3.35,6.4,2.41,Suburban,Good,0,0,383419.0
1069.0,4,3,3,2.0,28.8,50.55,2.5,0.17,Suburban,Good,0,0,126477.0
803.0,2,1,2,1.0,5.7,0.2,7.1,1.56,Rural,Fair,0,1,178927.0
2630.0,3,2,1,2.0,11.1,0.22,7.3,2.35,Urban,Excellent,0,1,545885.0
2016.0,3,2,3,1.0,10.0,13.89,9.5,1.37,Rural,Poor,0,0,263561.0
1313.0,6,5,2,0.0,6.6,1.78,6.2,0.05,Suburban,Good,0,1,281419.0
2808.0,5,3,1,2.0,33.3,0.5,7.2,10.0,Suburban,Good,1,1,468112.0
1875.0,4,2,1,2.0,2.7,2.17,4.9,1.14,Suburban,Good,0,1,356344.0
2567.0,4,4,2,2.0,2.4,4.44,5.9,3.77,Urban,Poor,0,0,510812.0
1844.0,4,3,1,2.0,12.9,10.49,3.8,0.99,Rural,Poor,0,0,223881.0
3139.0,5,4,2,2.0,16.1,7.83,6.1,1.61,Urban,Good,1,1,616334.0
2941.0,3,2,2,0.0,3.2,2.17,6.0,1.23,Urban,Excellent,0,0,557535.0
1638.0,3,2,1,0.0,7.4,5.6,7.0,1.05,Urban,Good,0,0,336541.0
2432.0,2,2,2,2.0,43.9,20.85,5.4,0.06,Urban,Good,1,1,408989.0
2219.0,4,3,1,1.0,4.2,13.5,6.7,1.12,Urban,Fair,0,0,447623.0
2690.0,4,3,1,0.0,16.6,3.12,5.9,5.51,Urban,Fair,0,1,506709.0
1173.0,3,2,2,1.0,20.2,32.26,5.9,2.93,Urban,Poor,0,0,168946.0
2246.0,1,1,1,2.0,8.9,9.87,6.6,0.39,Rural,Fair,0,0,260756.0
2488.0,4,2,2,1.0,41.6,0.52,6.6,2.24,Urban,Good,0,0,425986.0
657.0,1,1,2,2.0,20.0,0.29,7.9,5.57,Urban,Fair,0,0,165212.0
1031.0,4,2,2,2.0,9.2,1.48,6.3,3.01,Suburban,Fair,0,0,246405.0
474.0,6,3,1,1.0,12.6,10.41,5.9,0.4,Rural,Good,1,1,143421.0
1625.0,3,3,1,2.0,17.7,1.62,6.2,5.06,Urban,Excellent,0,0,356830.0
2266.0,3,2,2,2.0,13.5,5.73,5.2,0.9,Urban,Excellent,0,1,477099.0
2777.0,4,3,3,2.0,31.6,0.78,5.9,1.51,Rural,Good,0,0,391780.0
1848.0,4,3,2,2.0,6.6,20.29,10.0,1.87,Urban,Poor,0,0,363316.0
2859.0,3,2,2,0.0,5.3,3.37,4.9,4.75,Suburban,Good,0,0,436470.0
903.0,6,3,1,2.0,3.6,19.1,6.0,6.71,Urban,Fair,0,1,231141.0
693.0,2,2,1,1.0,0.6,23.19,5.8,6.64,Rural,Good,0,0,74769.0
1764.0,3,2,2,3.0,0.7,0.2,6.1,0.02,Rural,Good,1,0,264602.0
2050.0,4,3,1,2.0,30.6,4.99,5.9,6.37,Rural,Good,1,1,269709.0
1779.0,5,4,1,2.0,17.0,0.2,7.0,0.14,Urban,Excellent,0,0,453765.0
456.0,2,2,3,1.0,16.2,19.15,3.4,0.77,Suburban,Good,1,0,115555.0
1742.0,4,3,1,1.0,14.3,5.85,8.4,1.81,Urban,Good,0,0,371027.0
952.0,4,2,1,1.0,28.4,0.62,7.6,1.63,Rural,Fair,0,1,150314.0
2235.0,3,2,1,1.0,9.8,0.93,4.3,2.32,Rural,Excellent,0,0,301897.0
2038.0,2,1,3,1.0,30.7,3.87,2.4,1.63,Suburban,Fair,1,1,340357.0
1189.0,5,4,2,2.0,6.7,22.54,4.7,6.81,Suburban,Excellent,0,1,244454.0
1466.0,2,1,2,1.0,39.2,9.44,6.1,0.69,Urban,Fair,0,1,242922.0
1112.0,3,2,3,3.0,18.0,16.18,10.0,0.8,Suburban,Fair,1,0,238302.0
1759.0,3,2,1,,4.5,3.65,,,Suburban,Excellent,0,1,351337.0
2421.0,5,3,2,3.0,12.5,0.35,3.2,0.2,Suburban,Poor,0,0,381705.0
1159.0,4,2,1,3.0,11.4,29.3,5.3,2.35,Suburban,Excellent,0,1,203306.0
2128.0,4,3,1,2.0,2.2,0.2,6.4,2.86,Urban,Fair,0,0,427286.0
1455.0,3,2,2,2.0,13.4,23.6,7.0,1.76,Rural,Excellent,1,1,234970.0
1285.0,4,2,2,1.0,5.7,3.68,4.1,2.96,Rural,Good,0,0,214841.0
1730.0,4,3,1,2.0,0.8,0.2,6.3,0.47,Rural,Good,0,0,293721.0
1127.0,4,2,1,1.0,44.5,9.35,5.2,4.79,Suburban,Good,0,1,167675.0
1440.0,5,4,2,1.0,15.4,31.52,4.5,0.38,Suburban,Poor,0,0,198781.0
1021.0,1,1,1,2.0,31.4,26.96,7.0,1.28,Urban,Excellent,0,0,182765.0
3077.0,4,2,1,1.0,16.9,1.4,7.9,0.2,Rural,Fair,0,1,401545.0
1823.0,2,1,1,2.0,6.6,1.6,8.0,1.97,Suburban,Good,0,1,302332.0
1345.0,3,1,1,1.0,10.8,6.67,7.5,2.77,Suburban,Good,0,0,233235.0
1939.0,3,2,2,1.0,16.9,8.11,5.6,7.08,Suburban,Good,0,0,289085.0
1727.0,3,2,1,0.0,48.4,10.76,7.8,3.36,Rural,Fair,0,1,212979.0
1656.0,3,2,1,0.0,4.4,1.6,7.1,1.95,Urban,Fair,0,1,355510.0
2199.0,4,2,2,1.0,31.2,25.55,6.7,6.74,Urban,Fair,0,0,361563.0
2292.0,3,2,2,0.0,38.7,8.15,5.4,1.63,Suburban,Excellent,1,1,400813.0
1455.0,4,2,1,0.0,16.6,15.02,5.6,2.06,Rural,Poor,0,0,165646.0
1426.0,3,2,1,2.0,40.2,6.21,6.6,2.27,Suburban,Excellent,1,0,249896.0
1621.0,2,1,1,0.0,7.6,4.28,10.0,1.32,Suburban,Fair,1,0,268880.0
400.0,4,3,2,2.0,45.9,30.24,7.0,4.56,Suburban,Fair,0,0,35000.0
815.0,3,2,2,1.0,18.2,6.98,5.4,0.51,Suburban,Good,0,1,177622.0
2688.0,3,2,2,2.0,0.6,16.13,5.0,2.02,Suburban,Poor,0,0,377149.0
2869.0,4,4,3,1.0,35.6,24.51,5.6,3.2,Suburban,Good,0,0,425090.0
1638.0,3,2,2,1.0,9.9,9.0,10.0,5.86,Urban,Excellent,0,1,372250.0
2175.0,2,2,2,2.0,9.3,6.37,5.8,5.38,Rural,Poor,0,0,242830.0
2002.0,3,2,2,1.0,12.5,0.2,8.1,1.78,Suburban,Good,0,1,356900.0
3801.0,5,3,1,2.0,2.4,0.33,5.8,2.58,Suburban,Good,0,0,580894.0
2528.0,4,2,3,0.0,9.5,1.79,7.0,1.25,Urban,Fair,1,1,533717.0
1717.0,4,3,1,3.0,26.7,1.65,7.9,1.58,Urban,Fair,0,0,348986.0
1179.0,4,2,1,1.0,0.2,2.35,5.5,5.92,Rural,Excellent,1,0,198659.0
756.0,2,1,2,1.0,4.8,2.91,5.3,6.67,Urban,Fair,0,1,190213.0
1932.0,3,2,1,2.0,0.0,3.57,9.5,5.64,Suburban,Excellent,0,1,377301.0
1308.0,4,3,2,1.0,8.1,4.37,8.3,0.37,Suburban,Good,0,1,257907.0
876.0,2,1,2,2.0,19.5,0.83,7.9,4.74,Suburban,Poor,1,1,192507.0
1380.0,3,1,1,1.0,24.0,0.35,7.9,7.41,Urban,Good,0,0,263958.0
1097.0,3,2,2,2.0,43.6,8.97,7.3,1.12,Urban,Excellent,0,0,248186.0
2897.0,3,2,1,0.0,14.1,6.17,10.0,1.83,Rural,Good,1,1,390290.0
2373.0,6,5,1,2.0,4.4,4.7,6.6,3.78,Suburban,Good,0,1,449191.0
1795.0,2,2,2,2.0,38.7,8.05,7.5,2.06,Urban,Excellent,0,1,371081.0
2762.0,3,3,2,1.0,22.4,14.07,3.9,10.0,Urban,Fair,1,1,462518.0
1850.0,2,2,2,0.0,12.8,4.46,5.0,1.52,Rural,Excellent,1,0,262914.0
1240.0,6,4,1,1.0,17.8,8.2,4.3,3.13,Urban,Excellent,0,0,325459.0
2790.0,2,1,2,3.0,38.7,24.56,8.8,3.93,Suburban,Good,0,0,377438.0
2150.0,3,2,1,1.0,18.7,14.64,1.9,1.7,Suburban,Excellent,1,1,386094.0
1126.0,4,3,3,1.0,6.9,4.44,5.8,4.86,Rural,Good,1,1,225391.0
1676.0,4,3,1,0.0,18.7,8.28,1.1,1.97,Suburban,Good,0,1,257851.0
1231.0,3,2,2,1.0,0.6,1.56,5.0,1.33,Suburban,Good,1,0,262140.0
901.0,3,2,1,2.0,7.3,6.58,5.6,0.29,Urban,Good,0,0,242481.0
2402.0,3,2,1,3.0,7.8,31.85,9.0,1.25,Rural,Good,0,1,327397.0
3041.0,3,2,2,2.0,2.7,5.84,7.2,3.31,Suburban,Fair,0,1,496462.0
891.0,3,1,2,2.0,0.4,21.01,5.0,6.35,Rural,Good,0,0,123787.0
2166.0,3,2,2,2.0,2.1,4.19,8.4,0.72,Suburban,Fair,0,1,360357.0
1377.0,3,1,3,0.0,15.9,54.11,6.5,1.1,Suburban,Fair,0,0,137944.0
1483.0,3,1,2,1.0,24.3,6.93,6.6,0.42,Urban,Fair,0,0,290482.0
1415.0,4,2,2,2.0,66.6,0.35,4.3,2.93,Suburban,Excellent,0,1,284937.0
1238.0,6,4,1,3.0,6.4,7.07,4.7,8.06,Urban,Good,0,1,328402.0
1832.0,4,2,2,2.0,13.7,2.57,5.0,2.56,Suburban,Good,1,1,320918.0
1260.0,2,1,1,1.0,41.5,0.26,6.6,2.4,Urban,Fair,1,0,232646.0
1976.0,2,1,2,1.0,2.7,13.76,6.6,2.02,Urban,Good,0,0,363154.0
1767.0,6,3,3,1.0,19.0,2.58,9.3,0.23,Urban,Fair,1,0,414655.0
1645.0,3,3,3,3.0,21.1,12.74,7.2,3.27,Urban,Fair,0,0,320810.0
1210.0,2,2,2,2.0,1.4,2.72,1.6,2.3,Rural,Good,0,0,189796.0
1425.0,4,3,2,2.0,29.6,1.73,7.0,2.71,Suburban,Good,1,0,303674.0
2291.0,4,2,2,1.0,25.2,29.18,3.9,5.73,Suburban,Fair,0,0,312487.0
2126.0,4,3,1,2.0,0.5,3.59,4.8,3.83,Urban,Good,0,0,447910.0
1165.0,3,1,2,1.0,1.4,7.36,5.0,3.8,Suburban,Excellent,0,1,207574.0
1865.0,1,1,1,1.0,0.8,7.53,5.3,6.55,Suburban,Fair,0,1,252230.0
2288.0,6,3,2,2.0,6.1,6.58,4.0,10.0,Rural,Poor,0,1,283043.0
715.0,3,3,1,0.0,10.7,19.69,6.9,2.18,Rural,Good,1,0,139988.0
2153.0,4,2,1,0.0,11.4,8.98,4.0,0.29,Suburban,Poor,0,0,328020.0
1369.0,4,3,1,2.0,4.7,4.14,7.1,1.54,Suburban,Excellent,1,0,320884.0
2171.0,4,3,1,2.0,36.4,15.87,10.0,3.87,Urban,Good,1,0,431336.0
1304.0,3,2,2,1.0,6.9,1.6,4.1,0.07,Suburban,Good,0,0,259521.0
627.0,3,1,1,2.0,0.7,6.29,6.0,0.15,Urban,Good,0,0,198750.0
742.0,4,4,2,1.0,5.4,24.05,2.0,0.17,Urban,Good,0,1,203389.0
1831.0,5,3,1,2.0,11.4,7.86,6.0,3.28,Urban,Fair,0,1,402425.0
1969.0,5,4,2,2.0,7.9,13.58,7.7,1.74,Suburban,Excellent,0,0,377760.0
1212.0,2,1,2,2.0,4.8,8.48,7.8,1.15,Suburban,Good,1,1,263173.0
2215.0,2,1,2,2.0,2.1,14.63,6.6,0.28,Suburban,Fair,0,0,338215.0
720.0,5,3,2,1.0,25.7,23.13,8.1,3.29,Suburban,Good,0,1,190457.0
1757.0,4,2,1,1.0,83.4,2.55,10.0,0.97,Urban,Fair,0,1,285153.0
1013.0,5,2,2,1.0,6.0,1.49,9.6,0.77,Suburban,Poor,0,1,264990.0
1376.0,3,2,1,1.0,7.2,5.29,5.6,2.64,Rural,Good,0,0,182861.0
1831.0,4,2,2,2.0,14.4,9.68,3.9,2.05,Rural,Good,1,0,253078.0
1241.0,4,2,2,1.0,19.0,2.06,5.8,1.13,Suburban,Good,1,0,279460.0
1550.0,4,3,1,0.0,7.5,0.2,4.8,2.56,Suburban,Fair,0,0,290994.0
2454.0,3,2,2,1.0,35.3,3.36,7.3,0.79,Suburban,Good,0,1,363826.0
1425.0,1,1,2,3.0,12.3,27.75,4.4,3.96,Urban,Poor,0,1,190212.0
2343.0,4,3,1,1.0,9.0,9.5,6.4,0.65,Urban,Good,0,1,477973.0
1066.0,3,1,1,2.0,15.6,4.1,8.0,0.43,Urban,Good,0,0,307722.0
2144.0,3,1,1,1.0,45.8,1.71,6.3,3.81,Urban,Good,0,1,401647.0
2737.0,6,3,3,0.0,23.7,3.52,4.8,3.08,Suburban,Excellent,0,0,452024.0
400.0,3,2,2,1.0,0.6,1.49,8.6,0.5,Rural,Excellent,0,0,102793.0
1282.0,4,2,1,2.0,6.1,0.9,3.1,0.31,Suburban,Excellent,0,1,283484.0
2175.0,2,1,1,2.0,9.5,18.98,5.9,4.56,Suburban,Excellent,0,0,337196.0
1668.0,4,2,2,2.0,5.7,48.43,6.4,3.75,Suburban,Good,0,0,233437.0
2041.0,6,5,2,1.0,18.1,1.43,6.5,0.99,Urban,Excellent,0,0,466784.0
1407.0,2,1,1,0.0,26.3,0.45,6.8,2.68,Urban,Excellent,0,1,305160.0
1856.0,1,1,1,3.0,19.7,3.2,7.6,0.33,Suburban,Good,0,1,297630.0
1699.0,3,1,2,1.0,68.1,4.95,6.4,1.77,Suburban,Poor,1,0,261100.0
2559.0,2,1,1,2.0,4.8,1.83,5.8,0.05,Rural,Poor,0,1,338613.0
1965.0,4,3,1,2.0,31.2,2.87,5.8,1.24,Suburban,Excellent,0,1,367590.0
2019.0,5,3,3,1.0,21.8,1.79,5.4,0.19,Rural,Good,1,1,316975.0
1532.0,3,2,2,2.0,6.7,11.91,7.9,1.61,Suburban,Excellent,0,1,295534.0
1483.0,3,2,1,0.0,19.9,9.97,5.3,1.37,Suburban,Fair,0,1,235203.0
1519.0,3,1,1,1.0,1.6,8.06,8.0,1.47,Suburban,Good,0,1,315499.0
2056.0,4,2,1,0.0,23.4,3.92,6.5,0.12,Urban,Good,0,0,420202.0
1526.0,1,1,1,2.0,11.4,19.18,5.6,1.12,Urban,Excellent,0,0,298686.0
1988.0,4,3,2,1.0,5.2,27.93,7.6,3.53,Urban,Fair,0,0,379007.0
3149.0,4,4,1,2.0,16.0,1.53,5.2,1.15,Suburban,Excellent,0,0,528002.0
2366.0,4,4,2,3.0,15.4,2.02,7.6,3.14,Suburban,Good,0,0,424238.0
1588.0,3,2,3,2.0,3.5,5.97,6.9,1.15,Urban,Fair,1,0,384550.0
2581.0,4,3,1,2.0,0.5,0.77,5.4,1.38,Suburban,Good,0,0,450001.0
1535.0,2,2,1,1.0,8.5,4.59,7.5,2.07,Urban,Poor,0,0,303199.0
475.0,2,1,2,1.0,12.6,6.97,7.5,7.52,Suburban,Poor,0,0,84334.0
1145.0,5,4,3,1.0,31.4,5.91,8.6,0.29,Suburban,Good,1,1,278645.0
584.0,4,3,2,2.0,39.5,3.21,8.2,0.08,Suburban,Fair,1,1,169054.0
1572.0,1,1,1,3.0,11.3,6.25,7.4,2.34,Suburban,Fair,0,0,239522.0
1812.0,3,2,2,3.0,21.0,25.51,4.5,7.44,Urban,Excellent,0,0,295845.0
2890.0,3,2,2,2.0,8.7,1.85,10.0,10.0,Rural,Good,0,0,349241.0
2013.0,3,2,3,,20.6,8.51,,,Urban,Good,0,0,369514.0
1658.0,3,3,1,1.0,3.4,0.35,8.2,1.58,Urban,Fair,0,0,352598.0
2339.0,2,1,2,2.0,7.0,0.55,7.3,2.59,Urban,Excellent,0,1,511805.0
400.0,3,2,2,2.0,15.1,6.42,4.4,2.03,Suburban,Excellent,1,0,158081.0
1953.0,4,3,1,1.0,0.3,0.89,6.3,2.51,Suburban,Good,0,1,368035.0
2301.0,4,3,2,3.0,19.2,0.2,6.4,5.18,Suburban,Excellent,0,1,418011.0
